,MODEL_VERSION,epoch,mean_iou,max_iou,min_iou,precision,recall,mAP.0.5
0,v_start_learn.pth.tar,6,7.955984907918415e-09,2.3867954723755247e-07,0.0,0.0,0.0,tensor(0.)
