,MODEL_VERSION,epoch,mean_iou,max_iou,min_iou,precision,recall,mAP.0.5
0,v_start_learn.pth.tar,4,4.315326803904565e-10,9.277952628394814e-09,0.0,0.0,0.0,tensor(0.)
