,MODEL_VERSION,epoch,mean_iou,max_iou,min_iou,precision,recall,mAP.0.5
0,v_start_learn.pth.tar,17,9.38247083890632e-10,1.6830892235475403e-08,0.0,0.0,0.0,tensor(0.)
