,MODEL_VERSION,epoch,mean_iou,max_iou,min_iou,precision,recall,mAP.0.5
0,v_start_learn.pth.tar,1,1.3958830672541248e-10,3.6292961969053295e-09,0.0,0.0,0.0,tensor(0.)
